,Date,Crimes
684,2013-11-15,804.6217581372011
685,2013-11-16,802.8614238147929
686,2013-11-17,799.2410926634645
687,2013-11-18,791.1638768714877
688,2013-11-19,787.3876418491769
689,2013-11-20,785.9527735622394
690,2013-11-21,778.9040748374669
691,2013-11-22,770.1805929918985
692,2013-11-23,764.0843733719752
693,2013-11-24,757.8278330199854
694,2013-11-25,749.9708940179697
695,2013-11-26,747.8086706380517
696,2013-11-27,750.0687671294784
697,2013-11-28,748.4674624566658
698,2013-11-29,750.8187274909816
699,2013-11-30,756.4049468843992
700,2013-12-01,755.7224172687792
701,2013-12-02,749.9115042243163
702,2013-12-03,743.7878321139628
703,2013-12-04,741.4290017893802
704,2013-12-05,738.8855466714843
705,2013-12-06,737.4539627171475
706,2013-12-07,719.4199189109462
707,2013-12-08,718.7597907087221
708,2013-12-09,718.7119753561659
709,2013-12-10,715.9148338580572
710,2013-12-11,722.5341004326115
711,2013-12-12,724.1890416543833
712,2013-12-13,720.7659743142398
713,2013-12-14,716.4689120931248
714,2013-12-15,712.0101474551943
715,2013-12-16,707.9636005345393
716,2013-12-17,704.0067725203148
717,2013-12-18,699.6092323721803
718,2013-12-19,688.5040204761015
719,2013-12-20,678.7981381231601
720,2013-12-21,668.5686878524862
721,2013-12-22,665.0604996715535
722,2013-12-23,657.7469931368644
723,2013-12-24,647.9132936193217
724,2013-12-25,645.5063987859166
725,2013-12-26,640.486285080057
726,2013-12-27,642.5489365557416
727,2013-12-28,641.9913474823765
728,2013-12-29,643.940134544371
729,2013-12-30,645.4863077306267
730,2013-12-31,645.1765611905012
731,2014-01-01,646.5735577249638
732,2014-01-02,646.8440961290048
733,2014-01-03,643.872817051336
734,2014-01-04,637.3044916079513
735,2014-01-05,630.6327663140602
736,2014-01-06,625.0632856916227
737,2014-01-07,619.2757706856205
738,2014-01-08,623.8471539559094
739,2014-01-09,621.5140546784628
740,2014-01-10,619.3634963419207
741,2014-01-11,621.7483295204751
742,2014-01-12,624.14652653513
743,2014-01-13,624.8049559446295
744,2014-01-14,629.8605404425797
745,2014-01-15,636.292056445207
746,2014-01-16,642.4346191306585
747,2014-01-17,648.8622845364431
748,2014-01-18,652.9085143491228
749,2014-01-19,651.6474438832007
750,2014-01-20,644.7275362975251
751,2014-01-21,644.0982355206105
752,2014-01-22,648.838320233741
753,2014-01-23,653.6701171034322
754,2014-01-24,657.2250787107166
755,2014-01-25,656.6203764524547
756,2014-01-26,655.4252870959574
757,2014-01-27,668.4248114339943
758,2014-01-28,667.2947745135659
759,2014-01-29,668.2544338489981
760,2014-01-30,669.2537543319081
761,2014-01-31,663.8317742191084
762,2014-02-01,655.3903825681086
763,2014-02-02,650.0133185349482
764,2014-02-03,645.3764298171973
765,2014-02-04,640.5849283109343
766,2014-02-05,641.0518471539433
767,2014-02-06,640.3533715372814
768,2014-02-07,639.4106548279561
769,2014-02-08,640.6249065663875
770,2014-02-09,639.4132596434673
771,2014-02-10,637.7089401798328
772,2014-02-11,637.4410518924425
773,2014-02-12,640.9997734942907
774,2014-02-13,637.2369702597894
775,2014-02-14,637.0653015923225
776,2014-02-15,639.6755758907209
777,2014-02-16,637.6440009966124
778,2014-02-17,633.8381163786144
779,2014-02-18,630.2954540306563
780,2014-02-19,635.111282248736
781,2014-02-20,637.8975061722676
782,2014-02-21,635.2736868332112
783,2014-02-22,633.0841695168508
784,2014-02-23,631.7818750141441
785,2014-02-24,634.4993997598913
786,2014-02-25,640.5846791546679
787,2014-02-26,649.6481234002905
788,2014-02-27,658.7511834922517
789,2014-02-28,662.1295159573131
790,2014-03-01,667.6378626922334
791,2014-03-02,672.5614396701943
792,2014-03-03,673.0491064350134
793,2014-03-04,675.4353212983171
794,2014-03-05,681.4730571473738
795,2014-03-06,684.9868626695825
796,2014-03-07,685.5670117103308
797,2014-03-08,690.7310471358218
798,2014-03-09,694.9586174092141
799,2014-03-10,696.5102493827582
800,2014-03-11,700.9667489637226
801,2014-03-12,708.1655303630746
802,2014-03-13,712.23615483928
803,2014-03-14,714.903485922657
804,2014-03-15,716.6733334843228
805,2014-03-16,718.3163152053131
806,2014-03-17,723.0909420371779
807,2014-03-18,724.0917121565462
808,2014-03-19,732.8983442433432
809,2014-03-20,738.9706448617036
810,2014-03-21,742.3809825816971
811,2014-03-22,744.6758476975549
812,2014-03-23,745.5775668757921
